student_ref,first_name,last_name,date_of_birth,fee_status,tuition_fee_amount,bursary_flag,payment_status,enrolment_status,academic_year
FIN00312,Ryan,McCarthy,2002-07-06,O,24000,N,Paid,Enrolled,2025/26
FIN00313,Zara,Campbell,2003-01-12,O,24000,Y,Paid,Inactive,2025/26
FIN00314,Ryan,Bah,1996-10-14,H,9250,Y,Paid,Enrolled,2025/26
FIN00315,Sebastian,Johnson,1998-04-16,H,9250,N,Paid,Enrolled,2025/26
FIN00316,Nadia,Walker,2001-06-09,O,9250,N,Paid,Deferred,2025/26
FIN00317,Omar,Johnson,2003-08-26,H,9250,N,Paid,Enrolled,2025/26
FIN00318,Liam,Johnson,2007-02-04,H,9250,N,Paid,Enrolled,2025/26
FIN00319,Charlie,Osei,2005-12-22,H,9250,N,Paid,Enrolled,2025/26
FIN00320,Lily,Esposito,2004-01-25,O,15000,N,Paid,Enrolled,2025/26
FIN00321,Roisin,Jones,1998-10-05,H,9250,N,Paid,Enrolled,2025/26
FIN00322,Reuben,Harris,1993-10-05,O,21000,Y,Partial,Enrolled,2025/26
FIN00323,Isabella,Yip,1999-01-31,H,9250,N,Partial,Inactive,2025/26
FIN00324,Olivia,Begum,2002-05-03,H,9250,N,Paid,Enrolled,2025/26
FIN00325,Fatima,Wong,1994-09-18,H,9250,N,Outstanding,Enrolled,2025/26
FIN00326,Alice,Hussein,2001-05-04,H,9250,N,Paid,Enrolled,2025/26
FIN00327,Sebastian,Lewis,1995-11-30,H,9250,N,Paid,Enrolled,2025/26
FIN00328,Daniel,Jama,2002-05-07,H,9250,N,Outstanding,Enrolled,2025/26
FIN00329,Clara,Osei,2001-06-24,H,9250,N,Paid,Inactive,2025/26
FIN00330,Roisin,Owusu,1999-12-11,H,9250,N,Paid,Enrolled,2025/26
FIN00331,Oliver,Eriksson,1999-03-22,H,9250,N,Outstanding,Enrolled,2025/26
FIN00332,Henry,Hansen,1994-08-10,O,18000,N,Partial,Enrolled,2025/26
FIN00333,Grace,Harris,2001-10-11,O,9250,Y,Partial,Suspended,2025/26
FIN00334,Mason,Evans,1990-07-07,H,9250,N,Paid,Enrolled,2025/26
FIN00335,Maya,Smith,1993-06-28,H,9250,N,Outstanding,Enrolled,2025/26
FIN00336,Emily,Park,1990-05-19,H,9250,N,Paid,Enrolled,2025/26
FIN00337,Jude,Hall,2005-05-15,H,9250,N,Partial,Inactive,2025/26
FIN00338,Lucas,Brown,2000-09-28,O,21000,N,Paid,Enrolled,2025/26
FIN00339,Anna,Watson,1998-12-10,H,9250,N,Paid,Enrolled,2025/26
FIN00340,Alice,Cox,1991-10-12,O,21000,N,Paid,Suspended,2025/26
FIN00341,Noah,Diop,1993-05-21,O,21000,N,Paid,Enrolled,2025/26
FIN00342,Rosa,Murray,1995-05-03,H,9250,N,Partial,Enrolled,2025/26
FIN00343,Joel,Berg,2003-04-26,H,9250,Y,Paid,Enrolled,2025/26
FIN00344,Isabella,Lindqvist,1998-12-14,H,9250,N,Partial,Enrolled,2025/26
FIN00345,Leon,Farah,2005-04-12,H,9250,N,Partial,Enrolled,2025/26
FIN00346,Ryan,Diallo,1992-06-10,O,24000,N,Partial,Enrolled,2025/26
FIN00347,Dylan,Eriksson,1994-01-17,H,9250,N,Paid,Enrolled,2025/26
FIN00348,Sophie,Stewart,1992-07-27,H,9250,N,Paid,Enrolled,2025/26
FIN00349,Leila,Svensson,2004-03-02,H,9250,Y,Partial,Enrolled,2025/26
FIN00350,Rory,Ryan,2007-08-21,O,18000,N,Outstanding,Enrolled,2025/26
FIN00351,Layla,Lewis,2004-12-24,H,9250,N,Paid,Enrolled,2025/26
FIN00352,Owen,Davies,2003-07-08,H,9250,N,Outstanding,Enrolled,2025/26
FIN00353,Daniel,Clarke,1990-08-17,H,9250,N,Paid,Enrolled,2025/26
FIN00354,Georgia,Hussein,2004-03-05,H,9250,N,Paid,Suspended,2025/26
FIN00355,Siobhan,Mitchell,1997-06-26,H,9250,Y,Paid,Enrolled,2025/26
FIN00356,Jack,James,2006-07-23,H,9250,N,Paid,Enrolled,2025/26
FIN00357,Georgia,Walker,1991-12-24,H,9250,Y,Paid,Enrolled,2025/26
FIN00358,Fatima,Brown,2002-04-10,O,15000,Y,Paid,Enrolled,2025/26
FIN00359,Rory,O'Sullivan,2002-04-07,H,9250,N,Paid,Enrolled,2025/26
FIN00360,Dylan,Johnson,1992-03-28,H,9250,N,Paid,Enrolled,2025/26
FIN00361,Molly,Davies,1993-06-21,H,9250,N,Paid,Enrolled,2025/26
FIN00362,Daniel,Flynn,2002-09-20,H,9250,N,Outstanding,Enrolled,2025/26
FIN00363,William,Smith,2004-07-06,O,18000,N,Partial,Enrolled,2025/26
FIN00364,Niamh,Diallo,2007-09-13,H,9250,N,Partial,Enrolled,2025/26
FIN00365,George,Warsame,2002-02-10,O,24000,N,Paid,Enrolled,2025/26
FIN00366,Ibrahim,Ahmed,2001-09-24,H,9250,Y,Paid,Enrolled,2025/26
FIN00367,Sarah,Osei,2004-06-08,H,9250,Y,Outstanding,Enrolled,2025/26
FIN00368,Natalie,Clarke,1998-09-06,H,9250,N,Outstanding,Enrolled,2025/26
FIN00369,Kai,Hussein,2004-09-15,O,18000,N,Outstanding,Inactive,2025/26
FIN00370,Marcus,Hussain,2007-08-03,H,9250,N,Paid,Inactive,2025/26
FIN00371,Rosa,Diallo,2007-02-06,H,9250,Y,Paid,Enrolled,2025/26
FIN00372,Kate,Lee,1992-03-16,H,9250,N,Paid,Enrolled,2025/26
FIN00373,Sarah,Robinson,2001-06-16,O,9250,N,Paid,Enrolled,2025/26
FIN00374,Ava,Ward,2007-03-16,O,18000,N,Outstanding,Enrolled,2025/26
FIN00375,Benjamin,McCarthy,1993-01-01,H,9250,N,Paid,Inactive,2025/26
FIN00376,Cerys,Cox,1990-08-06,H,9250,Y,Paid,Enrolled,2025/26
FIN00377,Fatima,Flynn,2004-07-21,O,24000,N,Paid,Enrolled,2025/26
FIN00378,Reuben,Diop,2000-12-15,H,9250,N,Paid,Inactive,2025/26
FIN00379,Ella,Ho,1990-02-27,H,24000,N,Paid,Enrolled,2025/26
FIN00380,Reuben,Roberts,1999-01-05,H,9250,N,Partial,Enrolled,2025/26
FIN00381,Nadia,Toure,1998-09-14,O,24000,Y,Paid,Enrolled,2025/26
FIN00382,Miriam,Flynn,2006-01-16,H,9250,N,Paid,Enrolled,2025/26
FIN00383,Cerys,Richardson,2007-01-21,O,18000,N,Paid,Enrolled,2025/26
FIN00384,Rhys,Watson,2003-05-15,O,24000,Y,Paid,Enrolled,2025/26
FIN00385,Connor,Thomas,1990-10-28,O,15000,Y,Partial,Suspended,2025/26
FIN00386,Ava,Kumar,1992-08-28,H,9250,N,Paid,Enrolled,2025/26
FIN00387,Henry,Byrne,1991-01-21,H,9250,N,Paid,Enrolled,2025/26
FIN00388,Sebastian,Bah,2000-03-13,H,9250,N,Outstanding,Enrolled,2025/26
FIN00389,Joseph,Morgan,2003-02-23,H,9250,N,Paid,Enrolled,2025/26
FIN00390,Sebastian,Martin,1992-12-16,H,9250,N,Paid,Suspended,2025/26
FIN00391,George,Hansen,1994-12-03,O,21000,N,Outstanding,Enrolled,2025/26
FIN00392,William,Conti,2000-10-15,H,9250,N,Outstanding,Inactive,2025/26
FIN00393,Anna,Eriksson,2007-06-25,H,9250,N,Partial,Enrolled,2025/26
FIN00394,Nadia,Ng,1993-04-17,H,9250,N,Paid,Enrolled,2025/26
FIN00395,Callum,Walker,2003-03-23,H,9250,N,Partial,Inactive,2025/26
FIN00396,Anna,Wong,2002-06-12,O,21000,Y,Paid,Enrolled,2025/26
FIN00397,Miriam,Byrne,1993-03-25,H,9250,N,Paid,Enrolled,2025/26
FIN00398,Evie,Singh,1998-09-11,H,15000,N,Outstanding,Enrolled,2025/26
FIN00399,Aoife,Holm,2002-05-30,O,18000,N,Paid,Enrolled,2025/26
FIN00400,Benjamin,Richardson,2003-08-11,O,18000,N,Outstanding,Inactive,2025/26
FIN00401,Bethany,Brown,1995-03-08,H,9250,N,Paid,Inactive,2025/26
FIN00402,Isabella,Hussain,1995-01-09,H,9250,N,Paid,Enrolled,2025/26
FIN00403,Tariq,Bah,1996-03-01,O,15000,N,Paid,Enrolled,2025/26
FIN00404,James,Brooks,2005-11-05,H,9250,N,Outstanding,Enrolled,2025/26
FIN00405,Leah,Svensson,2001-06-21,H,9250,N,Paid,Enrolled,2025/26
FIN00406,Ruth,Martin,2004-11-12,H,9250,N,Partial,Enrolled,2025/26
FIN00407,Natalie,Holm,1999-10-18,H,9250,Y,Paid,Enrolled,2025/26
FIN00408,Yasmin,Park,2004-10-31,H,9250,N,Partial,Enrolled,2025/26
FIN00409,Anna,Owusu,1996-10-24,H,9250,N,Partial,Enrolled,2025/26
FIN00410,Ella,Sharma,2003-08-17,H,9250,N,Paid,Enrolled,2025/26
FIN00411,Connor,Stewart,2000-03-09,H,9250,N,Paid,Deferred,2025/26
FIN00412,Priya,Ng,1991-01-14,H,9250,N,Paid,Enrolled,2025/26
FIN00413,Charlotte,Mitchell,1995-06-11,H,9250,N,Outstanding,Enrolled,2025/26
FIN00414,Dominic,Cox,2006-01-04,H,9250,N,Partial,Enrolled,2025/26
FIN00415,Hassan,Petersen,1997-02-03,H,9250,N,Partial,Enrolled,2025/26
FIN00416,Patrick,Ferrari,1990-12-29,H,9250,N,Paid,Enrolled,2025/26
FIN00417,Rory,Asante,1999-06-09,H,9250,N,Outstanding,Deferred,2025/26
FIN00418,Aisha,Mahmood,2001-01-03,O,24000,N,Paid,Enrolled,2025/26
FIN00419,Cerys,Islam,1997-05-10,O,21000,N,Paid,Enrolled,2025/26
FIN00420,Jasmine,Owusu,2000-04-28,H,9250,N,Partial,Enrolled,2025/26
FIN00421,Alice,Jama,2001-06-18,H,9250,N,Paid,Enrolled,2025/26
FIN00422,Chloe,Hughes,2003-10-11,H,9250,N,Paid,Enrolled,2025/26
FIN00423,Erin,Osei,1999-04-13,H,9250,N,Paid,Enrolled,2025/26
FIN00424,Felix,Ndiaye,2001-08-19,O,24000,N,Paid,Enrolled,2025/26
FIN00425,Georgia,Mitchell,2007-07-24,H,9250,N,Paid,Enrolled,2025/26
FIN00426,Dominic,Svensson,2006-05-13,H,9250,N,Paid,Enrolled,2025/26
FIN00427,Finn,Shaw,1995-01-20,H,9250,Y,Paid,Enrolled,2025/26
FIN00428,Olivia,Patel,1994-04-14,H,9250,N,Partial,Enrolled,2025/26
FIN00429,Dominic,Hughes,1997-08-03,H,9250,N,Paid,Enrolled,2025/26
FIN00430,Amber,Kumar,1997-12-12,H,9250,N,Outstanding,Suspended,2025/26
FIN00431,Ryan,Harris,2005-06-27,O,9250,N,Paid,Enrolled,2025/26
FIN00432,Anna,Ferrari,2000-01-03,H,9250,Y,Paid,Enrolled,2025/26
FIN00433,Cameron,Harris,1990-04-19,O,18000,N,Paid,Inactive,2025/26
FIN00434,Verity,Brown,2007-12-14,H,9250,Y,Paid,Enrolled,2025/26
FIN00435,Clara,Johnson,2000-12-02,H,9250,Y,Paid,Inactive,2025/26
FIN00436,Clara,Wilson,1999-12-02,O,18000,N,Partial,Inactive,2025/26
FIN00437,Laura,McCarthy,1995-04-19,H,9250,N,Paid,Enrolled,2025/26
FIN00438,Miriam,Omar,2006-08-04,H,9250,N,Paid,Inactive,2025/26
FIN00439,Ibrahim,Thompson,1992-04-11,H,9250,N,Paid,Enrolled,2025/26
FIN00440,Matthew,Jackson,2007-03-07,H,9250,N,Paid,Enrolled,2025/26
FIN00441,Muhammad,Robinson,1993-10-31,O,18000,N,Paid,Enrolled,2025/26
FIN00442,Amber,Sharma,2004-10-05,H,9250,N,Paid,Inactive,2025/26
FIN00443,Bilal,White,1994-11-22,O,24000,N,Paid,Enrolled,2025/26
FIN00444,Fatima,Harris,1992-03-31,H,9250,N,Partial,Enrolled,2025/26
FIN00445,Lily,Ricci,1997-03-30,H,9250,N,Partial,Enrolled,2025/26
FIN00446,Owen,Roberts,1997-05-21,H,9250,Y,Paid,Enrolled,2025/26
FIN00447,Patrick,Richardson,1997-08-19,O,18000,N,Paid,Enrolled,2025/26
FIN00448,Sarah,Mancini,2004-03-06,H,9250,N,Paid,Deferred,2025/26
FIN00449,Alexander,James,1990-12-16,O,24000,N,Outstanding,Enrolled,2025/26
FIN00450,Jessica,Holm,2005-04-13,H,9250,N,Partial,Enrolled,2025/26
FIN00451,Ava,Collins,2007-03-21,O,15000,N,Paid,Enrolled,2025/26
FIN00452,Isabella,O'Sullivan,1997-02-20,H,9250,Y,Paid,Enrolled,2025/26
FIN00453,Harriet,Hughes,1999-11-14,H,9250,N,Outstanding,Enrolled,2025/26
FIN00454,Harriet,Romano,2005-03-01,H,9250,N,Paid,Enrolled,2025/26
FIN00455,Freddie,Kim,1990-09-26,H,9250,N,Paid,Enrolled,2025/26
FIN00456,Kai,Kaur,1998-01-07,H,9250,N,Partial,Enrolled,2025/26
FIN00457,Erin,Rahman,1992-11-06,O,21000,N,Paid,Enrolled,2025/26
FIN00458,Chloe,Thompson,2004-06-09,H,9250,Y,Outstanding,Enrolled,2025/26
FIN00459,Hugo,Jama,1992-02-06,H,9250,N,Partial,Enrolled,2025/26
FIN00460,Ali,Hansen,2001-10-09,H,9250,Y,Paid,Enrolled,2025/26
FIN00461,Cerys,Svensson,2000-09-24,H,9250,N,Paid,Enrolled,2025/26
FIN00462,Dylan,Svensson,2003-11-10,H,9250,N,Paid,Enrolled,2025/26
FIN00463,Jessica,Murphy,2003-07-15,H,9250,N,Partial,Enrolled,2025/26
FIN00464,James,Greco,2005-02-24,H,9250,N,Partial,Inactive,2025/26
FIN00465,Sophie,McCarthy,2006-07-31,H,9250,N,Paid,Deferred,2025/26
FIN00466,Emre,Howard,1994-12-29,O,15000,N,Partial,Enrolled,2025/26
FIN00467,Sarah,Jama,2001-08-02,H,9250,Y,Partial,Enrolled,2025/26
FIN00468,Joseph,Ferrari,1996-02-22,O,24000,N,Paid,Enrolled,2025/26
FIN00469,Aiden,Patel,2005-12-11,H,9250,N,Paid,Enrolled,2025/26
FIN00470,Verity,Hussein,1996-04-14,H,9250,N,Paid,Enrolled,2025/26
FIN00471,Charlie,Park,1995-11-28,H,9250,N,Paid,Deferred,2025/26
FIN00472,Harriet,Petersen,1991-01-02,H,9250,Y,Paid,Enrolled,2025/26
FIN00473,Edward,Brown,1996-12-24,H,18000,N,Partial,Enrolled,2025/26
FIN00474,Pippa,Murray,1998-03-31,O,15000,N,Paid,Enrolled,2025/26
FIN00475,Joshua,Martin,2001-06-02,H,9250,N,Paid,Suspended,2025/26
FIN00476,Verity,Hussain,2002-01-20,H,9250,N,Paid,Enrolled,2025/26
FIN00477,Cian,Ahmed,1994-09-11,H,9250,N,Paid,Enrolled,2025/26
FIN00478,Priya,Graham,1992-05-07,O,21000,Y,Paid,Inactive,2025/26
FIN00479,Rohan,Thomas,1991-09-18,H,9250,N,Partial,Enrolled,2025/26
FIN00480,Nadia,Evans,1996-12-25,O,21000,N,Paid,Enrolled,2025/26
FIN00481,Roisin,Brown,1991-06-08,H,9250,N,Paid,Enrolled,2025/26
FIN00482,Madeleine,Diop,1996-12-02,H,9250,N,Paid,Suspended,2025/26
FIN00483,Daniel,Bah,2000-11-03,O,15000,N,Paid,Inactive,2025/26
FIN00484,Harriet,Mensah,1991-02-26,H,9250,N,Paid,Enrolled,2025/26
FIN00485,Arjun,Edwards,2004-08-11,H,9250,N,Paid,Enrolled,2025/26
FIN00486,Abigail,Ross,2005-09-26,H,9250,N,Paid,Enrolled,2025/26
FIN00487,Dylan,Turner,1992-04-18,H,9250,N,Paid,Enrolled,2025/26
FIN00488,Phoebe,Asante,2006-11-17,H,9250,N,Paid,Enrolled,2025/26
FIN00489,Aiden,Wong,1993-06-02,H,9250,N,Paid,Enrolled,2025/26
FIN00490,Omar,Kumar,1995-02-02,O,18000,Y,Paid,Enrolled,2025/26
FIN00491,Imogen,Larsen,2004-07-15,H,9250,N,Paid,Enrolled,2025/26
FIN00492,Reuben,Hussain,2007-10-17,O,15000,N,Paid,Enrolled,2025/26
FIN00493,Rohan,Okafor,1997-03-28,H,9250,N,Partial,Suspended,2025/26
FIN00494,Grace,Ferrari,1991-02-08,H,9250,N,Paid,Enrolled,2025/26
FIN00495,Elliot,Hassan,1994-06-14,H,9250,N,Partial,Enrolled,2025/26
FIN00496,Owen,Shaw,1998-12-26,H,9250,N,Paid,Enrolled,2025/26
FIN00497,Theo,Sharma,2002-01-06,H,9250,N,Paid,Enrolled,2025/26
FIN00498,Fatima,Watson,1999-12-16,H,9250,N,Paid,Enrolled,2025/26
FIN00499,Callum,Asante,1992-07-21,O,21000,N,Paid,Inactive,2025/26
FIN00500,Maya,Shaw,1997-04-10,O,24000,N,Partial,Enrolled,2025/26
FIN00501,Muhammad,Bianchi,2004-01-30,O,21000,N,Paid,Enrolled,2025/26
FIN00502,Joshua,Ferrari,2006-10-28,O,24000,N,Partial,Enrolled,2025/26
FIN00503,Mason,Begum,1998-10-29,O,18000,N,Paid,Deferred,2025/26
FIN00504,Kate,Larsen,2007-06-01,H,9250,Y,Paid,Enrolled,2025/26
FIN00505,Hugo,Collins,2001-12-22,H,9250,N,Outstanding,Enrolled,2025/26
FIN00506,Mason,Farah,2003-07-01,O,21000,Y,Outstanding,Deferred,2025/26
FIN00507,Laura,Fontana,1991-09-04,H,9250,N,Paid,Enrolled,2025/26
FIN00508,Alfie,Walsh,2006-09-06,H,9250,Y,Paid,Inactive,2025/26
FIN00509,Erin,Abdi,1990-11-03,H,9250,N,Paid,Enrolled,2025/26
FIN00510,Siobhan,Eriksson,2003-01-27,H,9250,N,Outstanding,Enrolled,2025/26
FIN00511,Connor,Turner,2004-04-30,H,9250,N,Paid,Enrolled,2025/26
FIN00512,Maya,Smith,1999-10-28,H,9250,N,Partial,Enrolled,2025/26
FIN00513,Zac,Abdi,2000-02-07,H,9250,N,Paid,Enrolled,2025/26
FIN00514,Erin,Okafor,2003-11-10,H,9250,N,Paid,Enrolled,2025/26
FIN00515,Poppy,Clarke,2000-01-05,H,9250,N,Outstanding,Enrolled,2025/26
FIN00516,Ryan,Edwards,2002-01-23,H,9250,N,Outstanding,Enrolled,2025/26
FIN00517,Erin,Islam,1991-03-14,H,9250,N,Paid,Enrolled,2025/26
FIN00518,Aoife,Lewis,1993-03-10,O,18000,Y,Paid,Enrolled,2025/26
FIN00519,Isla,Lee,1995-03-17,O,21000,N,Paid,Enrolled,2025/26
FIN00520,Niamh,Omar,2004-04-30,H,9250,N,Paid,Enrolled,2025/26
FIN00521,Claudia,James,1996-10-14,H,9250,N,Paid,Enrolled,2025/26
FIN00522,James,Jackson,2007-06-14,H,9250,N,Partial,Inactive,2025/26
FIN00523,Leila,Davies,2004-01-28,O,24000,N,Paid,Enrolled,2025/26
FIN00524,Dominic,Mohamed,1995-12-28,H,9250,N,Paid,Enrolled,2025/26
FIN00525,Aoife,Watson,1998-01-04,H,9250,Y,Paid,Enrolled,2025/26
FIN00526,Ellis,Hughes,1999-07-25,O,24000,N,Paid,Suspended,2025/26
FIN00527,Rhys,Ng,2001-06-29,H,9250,Y,Paid,Enrolled,2025/26
FIN00528,Maya,Byrne,1996-07-19,O,18000,N,Paid,Suspended,2025/26
FIN00529,Sarah,Wong,1995-11-28,O,18000,N,Paid,Inactive,2025/26
FIN00530,Isobel,Cooper,1999-03-30,H,9250,N,Paid,Enrolled,2025/26
FIN00531,Adam,Ibrahim,2000-08-11,O,15000,N,Paid,Enrolled,2025/26
FIN00532,Molly,Khan,2002-11-20,H,9250,N,Outstanding,Enrolled,2025/26
FIN00533,Tariq,Ricci,1996-07-31,O,24000,N,Outstanding,Enrolled,2025/26
FIN00534,Omar,Turner,1990-07-22,H,9250,N,Outstanding,Enrolled,2025/26
FIN00535,Jack,Islam,2007-01-28,O,15000,N,Paid,Enrolled,2025/26
FIN00536,Aoife,Brown,1995-03-15,H,9250,N,Paid,Enrolled,2025/26
FIN00537,Zara,Mancini,2007-04-27,H,9250,N,Partial,Enrolled,2025/26
FIN00538,Finn,Jones,1999-06-30,H,9250,N,Paid,Enrolled,2025/26
FIN00539,Matthew,Andersson,2006-04-11,O,18000,N,Outstanding,Enrolled,2025/26
FIN00540,Verity,Murray,1999-08-02,O,15000,N,Paid,Enrolled,2025/26
FIN00541,Ethan,Romano,1996-09-08,H,9250,N,Partial,Enrolled,2025/26
FIN00542,Ruth,Brooks,1990-06-27,H,9250,N,Partial,Enrolled,2025/26
FIN00543,Jack,Mensah,1991-06-28,O,15000,N,Paid,Enrolled,2025/26
FIN00544,Megan,Flynn,1999-09-09,H,9250,N,Outstanding,Enrolled,2025/26
FIN00545,Jack,Reid,1994-11-21,H,9250,Y,Paid,Enrolled,2025/26
FIN00546,Sophia,Brooks,1993-01-08,O,24000,N,Paid,Enrolled,2025/26
FIN00547,Emre,Smith,2003-10-02,H,9250,N,Paid,Enrolled,2025/26
FIN00548,Millie,Robinson,1997-02-28,H,9250,N,Partial,Deferred,2025/26
FIN00549,Verity,Kim,2000-10-05,O,18000,N,Paid,Enrolled,2025/26
FIN00550,Samuel,Mancini,1994-11-27,O,24000,N,Outstanding,Enrolled,2025/26
FIN00551,Charlie,Diallo,2007-01-04,O,21000,N,Paid,Inactive,2025/26
FIN00552,Abigail,Chan,2001-03-08,O,15000,N,Paid,Enrolled,2025/26
FIN00553,Felix,Khan,2001-05-08,O,15000,N,Paid,Enrolled,2025/26
FIN00554,Aisha,Ali,2004-11-05,H,9250,N,Paid,Inactive,2025/26
FIN00555,Nathan,Jackson,1994-09-03,H,9250,N,Paid,Enrolled,2025/26
FIN00556,Pippa,James,1992-09-02,H,9250,N,Outstanding,Enrolled,2025/26
FIN00557,Aisha,Lindqvist,1997-12-18,O,18000,N,Paid,Enrolled,2025/26
FIN00558,Zara,Larsen,2003-01-23,O,18000,N,Paid,Enrolled,2025/26
FIN00559,Niamh,Bah,2001-03-05,H,9250,N,Paid,Deferred,2025/26
FIN00560,Phoebe,Esposito,1998-03-18,O,18000,N,Partial,Enrolled,2025/26
FIN00561,Erin,Bianchi,2000-02-29,H,9250,N,Paid,Enrolled,2025/26
FIN00562,Liam,Chan,2005-11-04,H,9250,N,Outstanding,Inactive,2025/26
FIN00563,Muhammad,Cooper,1993-08-05,O,24000,N,Paid,Inactive,2025/26
FIN00564,Ibrahim,Ho,2003-06-28,O,21000,N,Partial,Deferred,2025/26
FIN00565,Isla,Hussain,2005-10-10,H,9250,Y,Partial,Enrolled,2025/26
FIN00566,Maya,Mohamed,2005-01-05,H,9250,Y,Outstanding,Enrolled,2025/26
FIN00567,Mia,Ho,1993-04-21,H,9250,Y,Paid,Enrolled,2025/26
FIN00568,Nadia,McCarthy,2004-11-10,H,9250,Y,Paid,Enrolled,2025/26
FIN00569,Adam,Flynn,1999-11-07,H,9250,N,Outstanding,Enrolled,2025/26
FIN00570,Alfie,Warsame,1995-03-29,H,9250,N,Partial,Enrolled,2025/26
FIN00571,Isabella,Flynn,1992-05-05,H,9250,N,Paid,Suspended,2025/26
FIN00572,Jack,Khan,2001-06-02,O,21000,Y,Partial,Enrolled,2025/26
FIN00573,Dylan,Kaur,1998-10-29,O,24000,N,Paid,Enrolled,2025/26
FIN00574,Natalie,Mancini,2002-07-20,H,9250,N,Paid,Enrolled,2025/26
FIN00575,Harry,Greco,2007-05-12,O,21000,N,Paid,Enrolled,2025/26
FIN00576,Layla,Mensah,2006-08-31,H,9250,N,Paid,Enrolled,2025/26
FIN00577,Owen,Davies,1994-09-04,H,9250,Y,Outstanding,Enrolled,2025/26
FIN00578,Alice,Gupta,2005-12-09,H,9250,N,Paid,Inactive,2025/26
FIN00579,Harriet,Ricci,1990-11-06,H,9250,Y,Paid,Enrolled,2025/26
FIN00580,Evie,McCarthy,1993-01-24,H,9250,N,Paid,Enrolled,2025/26
FIN00581,Laura,Murphy,2002-09-02,H,9250,N,Paid,Enrolled,2025/26
FIN00582,Zac,Cox,1991-12-28,O,15000,N,Paid,Enrolled,2025/26
FIN00583,Bethany,Cheung,1997-06-08,H,9250,Y,Paid,Enrolled,2025/26
FIN00584,Seren,Fontana,2002-07-18,O,15000,N,Paid,Enrolled,2025/26
FIN00585,Eleanor,Gupta,1998-04-06,O,21000,Y,Paid,Enrolled,2025/26
FIN00586,Henry,Davies,2005-10-26,H,9250,N,Outstanding,Enrolled,2025/26
FIN00587,Hannah,Richardson,2004-11-05,H,9250,Y,Paid,Enrolled,2025/26
FIN00588,Patrick,James,1996-10-28,O,18000,N,Outstanding,Deferred,2025/26
FIN00589,Sophie,Williams,2004-05-30,H,9250,Y,Paid,Enrolled,2025/26
FIN00590,Jack,Rahman,1993-09-02,O,15000,N,Partial,Enrolled,2025/26
FIN00591,Patrick,McCarthy,1995-02-01,O,15000,Y,Paid,Enrolled,2025/26
FIN00592,Niamh,Andersson,1995-01-31,H,9250,N,Paid,Enrolled,2025/26
FIN00593,Max,Osei,1993-12-05,H,9250,N,Partial,Enrolled,2025/26
FIN00594,Natalie,Thomas,1996-09-24,H,9250,N,Paid,Enrolled,2025/26
FIN00595,Grace,Park,1992-01-12,H,9250,Y,Paid,Enrolled,2025/26
FIN00596,Harriet,Toure,1998-06-07,O,24000,N,Paid,Enrolled,2025/26
FIN00597,William,Omar,2006-07-08,H,9250,N,Paid,Suspended,2025/26
FIN00598,Dominic,Islam,1998-05-13,H,9250,N,Paid,Suspended,2025/26
FIN00599,Charlotte,Warsame,1991-07-20,H,9250,N,Paid,Enrolled,2025/26
FIN00600,Isabella,Kumar,2002-05-03,H,9250,N,Outstanding,Enrolled,2025/26
FIN00601,Marcus,Farah,1997-10-13,H,9250,N,Paid,Enrolled,2025/26
FIN00602,Ruth,Mohamed,2004-01-22,H,9250,N,Paid,Enrolled,2025/26
FIN00603,Roisin,Byrne,2006-07-28,H,9250,N,Paid,Enrolled,2025/26
FIN00604,Seren,Ryan,1995-09-15,O,15000,N,Paid,Suspended,2025/26
FIN00605,Alfie,Chen,2002-01-21,H,9250,Y,Paid,Inactive,2025/26
FIN00606,Hassan,Warsame,1995-07-21,H,9250,N,Paid,Enrolled,2025/26
FIN00607,Kieran,Collins,2003-01-29,O,15000,N,Outstanding,Enrolled,2025/26
FIN00608,Amelia,Toure,1999-09-16,H,9250,N,Paid,Enrolled,2025/26
FIN00609,Erin,McCarthy,2007-11-17,H,9250,N,Paid,Enrolled,2025/26
FIN00610,Isobel,Singh,1998-09-23,H,9250,N,Partial,Enrolled,2025/26
FIN00611,William,Sharma,1990-07-16,H,9250,N,Paid,Enrolled,2025/26
FIN00612,Anna,Morgan,2000-06-19,H,9250,N,Paid,Inactive,2025/26
FIN00613,Yasmin,Howard,1994-08-26,H,9250,N,Paid,Enrolled,2025/26
FIN00614,Pippa,Hussein,1996-09-22,H,9250,N,Outstanding,Enrolled,2025/26
FIN00615,Layla,Petersen,1996-07-17,H,9250,N,Partial,Inactive,2025/26
FIN00616,Tariq,Bah,2007-10-29,O,21000,N,Paid,Deferred,2025/26
FIN00617,Joseph,Brown,1998-08-15,O,18000,N,Outstanding,Enrolled,2025/26
FIN00618,Leah,Asante,2000-07-24,O,24000,N,Outstanding,Enrolled,2025/26
FIN00619,Theo,Chen,2005-11-26,H,9250,N,Paid,Enrolled,2025/26
FIN00620,Rhys,Svensson,1995-09-17,O,18000,N,Paid,Deferred,2025/26
FIN00621,Claudia,Yusuf,1998-09-20,H,9250,Y,Paid,Enrolled,2025/26
FIN00622,Verity,O'Sullivan,1993-12-18,H,9250,N,Paid,Enrolled,2025/26
FIN00623,Tariq,Edwards,2006-04-23,H,9250,N,Partial,Enrolled,2025/26
FIN00624,Molly,Hussain,1992-09-29,O,21000,N,Paid,Enrolled,2025/26
