lms_id,username,programme,modules_enrolled,last_login_date,account_status
s00380,rroberts8682850@university.ac.uk,Psychology (BSc),4,2026-04-02,Active
s00381,ntoure2015355@university.ac.uk,Data Science MSc,4,2026-04-29,Active
s00382,mflynn2767943@university.ac.uk,English Literature BA,7,2026-04-10,Active
s00383,crichardson5413120@university.ac.uk,Nursing BSc,8,2026-04-24,Active
s00384,rwatson2858999@university.ac.uk,Nursing BSc,7,2026-04-04,Active
s00385,cthomas3198085@university.ac.uk,History BA,5,,Inactive
s00386,akumar8535257@university.ac.uk,Data Science MSc,4,2026-04-22,Active
s00387,hbyrne9489000@university.ac.uk,History BA,4,2026-04-05,Active
s00388,sbah1437769@university.ac.uk,Computer Science BSc,5,2026-04-24,Active
s00389,jmorgan9011417@university.ac.uk,Mathematics BSc,8,2026-04-28,Active
s00390,smartin3707552@university.ac.uk,Civil Engineering MEng,7,,Inactive
s00391,ghansen9610561@university.ac.uk,Data Science MSc,8,2026-04-29,Active
s00392,wconti2683681@university.ac.uk,MBA,5,,Inactive
s00394,nng1578715@university.ac.uk,Civil Engineering MEng,7,2026-04-20,Active
s00395,cwalker1904849@university.ac.uk,Business Management BSc,7,,Inactive
s00396,awong7547226@university.ac.uk,English Literature BA,8,2026-05-01,Active
s00397,mbyrne4019569@university.ac.uk,MBA,8,2026-04-08,Active
s00398,esingh1034657@university.ac.uk,Data Science MSc,4,2026-05-01,Active
s00399,aholm5151618@university.ac.uk,History BA,4,2026-04-28,Active
s00400,brichardson3636357@university.ac.uk,Computer Science BSc,8,2026-04-14,Active
s00401,bbrown8997353@university.ac.uk,English Literature BA,5,2026-04-26,Active
s00402,ihussain4543204@university.ac.uk,Business Management BSc,8,2026-04-15,Active
s00403,tbah1846793@university.ac.uk,Computer Science BSc,4,2026-04-03,Active
s00404,jbrooks8315119@university.ac.uk,Data Science MSc,7,2026-04-28,Active
s00405,lsvensson5024354@university.ac.uk,Mathematics BSc,5,2026-04-14,Active
s00406,rmartin5232919@university.ac.uk,Civil Engineering MEng,4,2026-04-04,Active
s00407,nholm5638315@university.ac.uk,Business Management BSc,5,2026-05-01,Active
s00408,ypark5090149@university.ac.uk,Computer Science BSc,5,2026-04-06,Active
s00409,aowusu8153187@university.ac.uk,History BA,7,2026-04-07,Active
s00410,esharma3510988@university.ac.uk,Business Management BSc,4,2026-04-11,Active
s00412,png1715491@university.ac.uk,Business Management BSc,8,2026-04-11,
s00413,cmitchell4191270@university.ac.uk,History BA,5,2026-04-04,Active
s00414,dcox5949892@university.ac.uk,History BA,5,2026-04-20,Active
s00415,hpetersen2953154@university.ac.uk,MBA,7,2026-04-12,Active
s00416,pferrari2632292@university.ac.uk,Nursing BSc,4,2026-04-28,Active
s00418,amahmood2425562@university.ac.uk,English Literature BA,5,2026-04-30,Active
s00419,cislam3647368@university.ac.uk,English Literature BA,5,2026-04-07,Active
s00420,jowusu9070468@university.ac.uk,Data Science MSc,6,2026-04-06,Active
s00421,ajama8082225@university.ac.uk,Psychology (BSc),6,2026-04-16,Active
s00422,chughes5245458@university.ac.uk,Data Science MSc,5,2026-05-01,Active
s00423,eosei1127449@university.ac.uk,Psychology (BSc),7,2026-04-27,Active
s00424,fndiaye8804115@university.ac.uk,Business Management BSc,8,2026-04-24,Active
s00425,gmitchell3169685@university.ac.uk,Psychology (BSc),6,2026-04-04,Active
s00426,dsvensson1725802@university.ac.uk,Nursing BSc,6,2026-04-16,Active
s00427,fshaw6670262@university.ac.uk,Nursing BSc,4,2026-04-15,Active
s00428,opatel2826520@university.ac.uk,Civil Engineering MEng,8,2026-04-21,Active
s00429,dhughes6560315@university.ac.uk,Computer Science BSc,6,2026-04-07,Active
s00430,akumar9974172@university.ac.uk,English Literature BA,8,,Inactive
s00431,rharris7172035@university.ac.uk,Civil Engineering MEng,8,2026-04-04,Active
s00432,aferrari4847504@university.ac.uk,Nursing BSc,4,2026-04-07,Active
s00433,charris4589485@university.ac.uk,Computer Science BSc,5,2026-03-26,Active
s00434,vbrown2073051@university.ac.uk,Data Science MSc,5,2026-04-23,Active
s00435,cjohnson6325266@university.ac.uk,English Literature BA,6,2026-03-03,Active
s00436,cwilson5812402@university.ac.uk,MBA,4,2026-04-09,Active
s00437,lmccarthy2449681@university.ac.uk,English Literature BA,6,2026-04-02,Active
s00438,momar5249352@university.ac.uk,Business Management BSc,6,2026-03-30,Active
s00439,ithompson5824706@university.ac.uk,Mathematics BSc,5,2026-04-22,Active
s00440,mjackson7848535@university.ac.uk,English Literature BA,4,2026-04-25,Active
s00441,mrobinson2405567@university.ac.uk,Nursing BSc,8,2026-04-14,Active
s00442,asharma4307514@university.ac.uk,Business Management BSc,5,,Inactive
s00443,bwhite1603096@university.ac.uk,History BA,6,2026-04-17,Active
s00444,fharris2723890@university.ac.uk,Psychology (BSc),6,2026-04-11,Active
s00445,lricci1141794@university.ac.uk,Data Science MSc,7,2026-04-21,Active
s00446,oroberts1755422@university.ac.uk,MBA,4,2026-04-05,Active
s00447,prichardson9808579@university.ac.uk,Data Science MSc,8,2026-04-26,Active
s00449,ajames4755924@university.ac.uk,Mathematics BSc,8,2026-04-18,
s00450,jholm1892250@university.ac.uk,English Literature BA,6,2026-04-28,Active
s00451,acollins9875493@university.ac.uk,Civil Engineering MEng,7,2026-04-28,Active
s00452,io'sullivan8041721@university.ac.uk,Business Management BSc,7,2026-04-04,Active
s00453,hhughes1926443@university.ac.uk,MBA,4,2026-04-06,Active
s00454,hromano4961077@university.ac.uk,History BA,6,2026-04-10,Active
s00455,fkim7863915@university.ac.uk,Mathematics BSc,6,2026-04-10,Active
s00456,kkaur4416135@university.ac.uk,Data Science MSc,6,2026-04-13,Active
s00457,erahman8712854@university.ac.uk,History BA,4,2026-04-05,Active
s00458,cthompson1467196@university.ac.uk,MBA,8,2026-04-04,Active
s00459,hjama4643681@university.ac.uk,MBA,5,2026-04-10,Active
s00460,ahansen7912564@university.ac.uk,Mathematics BSc,7,2026-04-29,Active
s00461,csvensson2510193@university.ac.uk,Data Science MSc,8,2026-05-01,Active
s00462,dsvensson8211086@university.ac.uk,Nursing BSc,5,2026-04-24,Active
s00463,jmurphy3587051@university.ac.uk,MBA,8,2026-04-03,Active
s00464,jgreco3375872@university.ac.uk,Business Management BSc,8,2026-04-23,Active
s00466,ehoward4862113@university.ac.uk,Psychology (BSc),8,2026-04-14,Active
s00467,sjama6672762@university.ac.uk,Data Science MSc,8,2026-04-15,Active
s00468,jferrari5121982@university.ac.uk,History BA,6,2026-04-12,Active
s00469,apatel8270000@university.ac.uk,Business Management BSc,8,2026-05-01,Active
s00470,vhussein7592333@university.ac.uk,Mathematics BSc,5,2026-04-30,Active
s00472,hpetersen3614871@university.ac.uk,Data Science MSc,5,2026-04-11,Active
s00473,ebrown4474509@university.ac.uk,Mathematics BSc,7,2026-04-27,Active
s00474,pmurray9289213@university.ac.uk,English Literature BA,4,2026-04-07,Active
s00475,jmartin5470545@university.ac.uk,Computer Science BSc,5,,Inactive
s00476,vhussain1158005@university.ac.uk,Business Management BSc,5,2026-04-28,Active
s00477,cahmed9920275@university.ac.uk,Business Management BSc,5,2026-04-12,Active
s00478,pgraham1339469@university.ac.uk,Psychology (BSc),5,,Inactive
s00479,rthomas3162475@university.ac.uk,Nursing BSc,4,2026-04-16,Active
s00480,nevans1756903@university.ac.uk,Psychology (BSc),4,2026-04-04,Active
s00481,rbrown9530521@university.ac.uk,Data Science MSc,8,2026-04-16,Active
s00482,mdiop6512980@university.ac.uk,Psychology (BSc),5,,Inactive
s00483,dbah3950277@university.ac.uk,Nursing BSc,5,,Inactive
s00484,hmensah7238664@university.ac.uk,Nursing BSc,7,2026-04-21,Active
s00485,aedwards5959945@university.ac.uk,MBA,7,2026-04-07,Active
s00486,aross6287788@university.ac.uk,MBA,7,2026-04-12,Active
s00487,dturner8107518@university.ac.uk,Computer Science BSc,7,2026-04-13,Active
s00488,pasante9856823@university.ac.uk,Mathematics BSc,8,2026-04-15,Active
s00489,awong5921665@university.ac.uk,English Literature BA,6,2026-04-05,
s00490,okumar8711977@university.ac.uk,Nursing BSc,7,2026-04-26,Active
s00491,ilarsen2574162@university.ac.uk,English Literature BA,7,2026-04-09,Active
s00492,rhussain9077870@university.ac.uk,Business Management BSc,4,2026-04-24,Active
s00493,rokafor3720734@university.ac.uk,Civil Engineering MEng,5,,Inactive
s00494,gferrari8787063@university.ac.uk,Computer Science BSc,8,2026-04-11,Active
s00495,ehassan9665571@university.ac.uk,Data Science MSc,5,2026-04-30,Active
s00496,oshaw1449570@university.ac.uk,History BA,6,2026-04-24,Active
s00497,tsharma3985271@university.ac.uk,English Literature BA,8,2026-04-01,Active
s00498,fwatson8619373@university.ac.uk,Psychology (BSc),6,2026-04-30,Active
s00499,casante3754804@university.ac.uk,Nursing BSc,5,,Inactive
s00500,mshaw5235244@university.ac.uk,English Literature BA,4,2026-04-08,Active
s00501,mbianchi2258723@university.ac.uk,History BA,7,2026-04-28,Active
s00502,jferrari9807853@university.ac.uk,Nursing BSc,5,2026-04-15,Active
s00504,klarsen8647226@university.ac.uk,Civil Engineering MEng,8,2026-04-02,Active
s00505,hcollins7171511@university.ac.uk,Psychology (BSc),7,2026-04-05,Active
s00507,lfontana7336930@university.ac.uk,MBA,8,2026-04-27,Active
s00508,awalsh3417623@university.ac.uk,Computer Science BSc,6,2026-03-26,Active
s00509,eabdi3563436@university.ac.uk,English Literature BA,8,2026-04-21,Active
s00510,seriksson6694688@university.ac.uk,English Literature BA,4,2026-04-26,Active
s00511,cturner8315067@university.ac.uk,History BA,6,2026-04-01,Active
s00512,msmith8946476@university.ac.uk,History BA,5,2026-04-12,Active
s00513,zabdi5079847@university.ac.uk,Computer Science BSc,7,2026-04-19,Active
s00514,eokafor6128303@university.ac.uk,English Literature BA,7,2026-04-23,Active
s00515,pclarke3322452@university.ac.uk,Mathematics BSc,4,2026-04-22,Active
s00516,redwards2347783@university.ac.uk,Data Science MSc,8,2026-04-18,Active
s00517,eislam5549325@university.ac.uk,History BA,5,2026-04-23,Active
s00518,alewis3610639@university.ac.uk,History BA,8,2026-04-28,Active
s00519,ilee7464551@university.ac.uk,Mathematics BSc,8,2026-04-15,Active
s00520,nomar9002462@university.ac.uk,Nursing BSc,4,2026-04-20,Active
s00522,jjackson9323686@university.ac.uk,Computer Science BSc,6,2026-04-15,Active
s00523,ldavies5775698@university.ac.uk,History BA,6,2026-04-17,Active
s00524,dmohamed9825978@university.ac.uk,Computer Science BSc,4,2026-04-01,Active
s00525,awatson8358337@university.ac.uk,Computer Science BSc,4,2026-04-16,Active
s00526,ehughes2722975@university.ac.uk,Data Science MSc,4,,Inactive
s00527,rng2225748@university.ac.uk,MBA,8,2026-04-01,Active
s00528,mbyrne1440361@university.ac.uk,History BA,8,,Inactive
s00529,swong6253755@university.ac.uk,Psychology (BSc),5,,Inactive
s00530,icooper9057708@university.ac.uk,Nursing BSc,4,2026-04-14,Active
s00531,aibrahim8398440@university.ac.uk,Computer Science BSc,8,2026-04-24,Active
s00532,mkhan5019004@university.ac.uk,History BA,6,2026-04-12,Active
s00533,tricci1318997@university.ac.uk,Nursing BSc,4,2026-04-01,Active
s00534,oturner9422641@university.ac.uk,Psychology (BSc),6,2026-04-26,Active
s00535,jislam7144871@university.ac.uk,History BA,7,2026-04-06,Active
s00536,abrown3755414@university.ac.uk,English Literature BA,5,2026-05-01,
s00537,zmancini5498971@university.ac.uk,Computer Science BSc,7,2026-04-22,Active
s00538,fjones4736788@university.ac.uk,Psychology (BSc),5,2026-04-09,Active
s00539,mandersson1763819@university.ac.uk,English Literature BA,4,2026-04-05,Active
s00540,vmurray6280441@university.ac.uk,Computer Science BSc,5,2026-04-12,Active
s00541,eromano7152633@university.ac.uk,Business Management BSc,8,2026-04-24,Active
s00542,rbrooks9442085@university.ac.uk,Civil Engineering MEng,6,2026-04-28,Active
s00543,jmensah2355766@university.ac.uk,Mathematics BSc,8,2026-04-05,Active
s00544,mflynn9669008@university.ac.uk,Computer Science BSc,4,2026-04-05,Active
s00545,jreid7568190@university.ac.uk,Psychology (BSc),7,2026-04-23,Active
s00546,sbrooks4232570@university.ac.uk,Psychology (BSc),6,2026-04-09,Active
s00547,esmith9468830@university.ac.uk,Civil Engineering MEng,4,2026-04-16,Active
s00549,vkim3176339@university.ac.uk,Mathematics BSc,8,2026-04-30,Active
s00550,smancini7269081@university.ac.uk,Nursing BSc,8,2026-04-03,Active
s00551,cdiallo5724253@university.ac.uk,Computer Science BSc,5,,Inactive
s00552,achan4365478@university.ac.uk,History BA,5,2026-04-03,Active
s00553,fkhan7634985@university.ac.uk,English Literature BA,7,2026-04-01,Active
s00554,aali6903549@university.ac.uk,Nursing BSc,5,2026-04-18,Active
s00555,njackson9056736@university.ac.uk,Mathematics BSc,5,2026-04-22,Active
s00556,pjames7182695@university.ac.uk,History BA,5,2026-04-27,Active
s00557,alindqvist2876810@university.ac.uk,MBA,7,2026-04-27,Active
s00558,zlarsen1084472@university.ac.uk,Nursing BSc,4,2026-04-21,Active
s00560,pesposito9005699@university.ac.uk,Data Science MSc,6,2026-04-17,Active
s00561,ebianchi7180120@university.ac.uk,Computer Science BSc,4,2026-04-14,Active
s00562,lchan7493566@university.ac.uk,Computer Science BSc,4,2026-03-28,Active
s00563,mcooper3231516@university.ac.uk,Computer Science BSc,4,2026-04-03,Active
s00565,ihussain7648753@university.ac.uk,MBA,8,2026-04-03,Active
s00566,mmohamed3842589@university.ac.uk,History BA,6,2026-04-14,Active
s00567,mho3193160@university.ac.uk,English Literature BA,6,2026-04-29,Active
s00568,nmccarthy7499242@university.ac.uk,Business Management BSc,8,2026-04-07,Active
s00569,aflynn6212174@university.ac.uk,Psychology (BSc),8,2026-04-20,Active
s00570,awarsame3590636@university.ac.uk,English Literature BA,5,2026-04-30,Active
s00571,iflynn1439127@university.ac.uk,History BA,8,,Inactive
s00572,jkhan3403875@university.ac.uk,MBA,7,2026-04-26,Active
s00573,dkaur3956713@university.ac.uk,Mathematics BSc,8,2026-04-28,Active
s00574,nmancini2495927@university.ac.uk,Nursing BSc,5,2026-04-26,Active
s00575,hgreco4838611@university.ac.uk,English Literature BA,8,2026-04-11,Active
s00576,lmensah8182337@university.ac.uk,Nursing BSc,7,2026-04-06,Active
s00577,odavies1933501@university.ac.uk,Business Management BSc,8,2026-04-28,Active
s00578,agupta6656288@university.ac.uk,History BA,4,,Inactive
s00579,hricci8986126@university.ac.uk,MBA,6,2026-04-09,Active
s00580,emccarthy8622449@university.ac.uk,History BA,7,2026-04-06,Active
s00581,lmurphy3715229@university.ac.uk,Psychology (BSc),7,2026-04-18,Active
s00582,zcox9030984@university.ac.uk,Mathematics BSc,7,2026-04-08,Active
s00583,bcheung1826661@university.ac.uk,Psychology (BSc),4,2026-04-27,Active
s00584,sfontana3205711@university.ac.uk,History BA,4,2026-05-01,Active
s00585,egupta4890357@university.ac.uk,Psychology (BSc),6,2026-04-05,Active
s00586,hdavies9308893@university.ac.uk,Civil Engineering MEng,5,2026-04-10,Active
s00589,swilliams3239435@university.ac.uk,English Literature BA,6,2026-04-29,Active
s00590,jrahman6492505@university.ac.uk,MBA,7,2026-04-18,Active
s00591,pmccarthy4288632@university.ac.uk,Civil Engineering MEng,7,2026-04-03,Active
s00592,nandersson5396860@university.ac.uk,English Literature BA,7,2026-04-02,Active
s00593,mosei4625746@university.ac.uk,Civil Engineering MEng,6,2026-04-02,Active
s00594,nthomas3695199@university.ac.uk,English Literature BA,5,2026-04-13,Active
s00595,gpark3404814@university.ac.uk,MBA,5,2026-04-19,Active
s00596,htoure1407889@university.ac.uk,History BA,6,2026-04-04,Active
s00597,womar5348765@university.ac.uk,Computer Science BSc,7,,Inactive
s00599,cwarsame8845115@university.ac.uk,Data Science MSc,6,2026-04-11,Active
s00600,ikumar7870636@university.ac.uk,Civil Engineering MEng,6,2026-04-17,Active
s00601,mfarah4702167@university.ac.uk,Data Science MSc,8,2026-04-05,Active
s00602,rmohamed5604391@university.ac.uk,MBA,8,2026-04-04,Active
s00603,rbyrne5667703@university.ac.uk,Nursing BSc,4,2026-04-01,Active
s00604,sryan7253153@university.ac.uk,Civil Engineering MEng,4,,Inactive
s00605,achen8634238@university.ac.uk,English Literature BA,6,2026-04-05,Active
s00607,kcollins3503926@university.ac.uk,Psychology (BSc),8,2026-04-21,Active
s00608,atoure3656145@university.ac.uk,MBA,7,2026-04-24,Active
s00609,emccarthy7510444@university.ac.uk,English Literature BA,4,2026-04-09,Active
s00610,isingh2912606@university.ac.uk,Nursing BSc,7,2026-04-01,Active
s00611,wsharma9518637@university.ac.uk,Mathematics BSc,7,2026-04-23,Active
s00612,amorgan7896248@university.ac.uk,Data Science MSc,4,2026-04-09,Active
s00613,yhoward8951740@university.ac.uk,Nursing BSc,6,2026-04-23,Active
s00614,phussein7782427@university.ac.uk,Civil Engineering MEng,8,2026-04-17,Active
s00615,lpetersen9288371@university.ac.uk,Business Management BSc,4,,Inactive
s00617,jbrown3858233@university.ac.uk,Data Science MSc,5,2026-04-20,Active
s00618,lasante9239199@university.ac.uk,Business Management BSc,5,2026-04-19,Active
s00619,tchen3168575@university.ac.uk,Business Management BSc,7,2026-04-28,Active
s00621,cyusuf6773721@university.ac.uk,English Literature BA,5,2026-04-12,Active
s00622,vo'sullivan9512881@university.ac.uk,Psychology (BSc),7,2026-04-21,
s00623,tedwards5754409@university.ac.uk,History BA,8,2026-04-25,Active
s00624,mhussain7379038@university.ac.uk,Data Science MSc,4,2026-04-09,Active
s00625,cmorgan1060281@university.ac.uk,Business Management BSc,4,,Inactive
s00626,hsmith2354951@university.ac.uk,Psychology (BSc),8,2026-04-29,Active
s00627,tho9386259@university.ac.uk,Data Science MSc,7,2026-04-16,Active
s00628,pchen8961609@university.ac.uk,Business Management BSc,6,2026-04-14,Active
s00629,adavies6878858@university.ac.uk,MBA,5,2026-04-26,Active
s00630,dsingh7107400@university.ac.uk,Computer Science BSc,8,,Inactive
s00631,zdiallo8296670@university.ac.uk,MBA,5,2026-04-24,Active
s00632,nsharma3523003@university.ac.uk,Mathematics BSc,6,2026-04-19,Active
s00633,khughes3722219@university.ac.uk,Data Science MSc,7,2026-04-04,Active
s00634,jhussain3078723@university.ac.uk,History BA,5,2026-04-09,
s00635,csmith8471266@university.ac.uk,Mathematics BSc,7,,Inactive
s00636,akaur2187152@university.ac.uk,Psychology (BSc),6,,Inactive
s00637,sevans5964552@university.ac.uk,Psychology (BSc),7,2026-03-15,Active
s00638,oroberts8119455@university.ac.uk,Business Management BSc,6,2026-04-06,Active
s00639,lmensah9336935@university.ac.uk,Mathematics BSc,4,2026-04-07,Active
s00640,lmensah5406973@university.ac.uk,Business Management BSc,5,2026-04-08,Active
s00641,acooper3020988@university.ac.uk,Data Science MSc,5,2026-04-18,Active
s00642,zcheung1391505@university.ac.uk,Psychology (BSc),6,2026-04-29,Active
s00645,ayip6260573@university.ac.uk,English Literature BA,6,2026-04-23,Active
s00646,aislam1494240@university.ac.uk,Nursing BSc,8,2026-03-09,Active
